Diamtrs,Laiks3,Laiks2,Laiks1
0.237,35.27,0.67,55.26
1.312,25.44,5.94,37.16
2.368,17.64,4.3,24.18
1.299,22.52,25.04,53.14
1.267,34.76,5.98,12.88
1.349,23.6,47.13,5.72
2.848,41.25,10.88,20.22
1.854,39.29,59.76,4.47
1.148,23.36,52.89,46.7
1.557,59.01,39.9,10.11
2.534,30.8,55.95,23.84
0.18,50.02,39.06,31.86
0.458,6.51,57.71,17.1
1.432,52.64,14.6,59.25
2.791,0.79,29.76,54.85
2.175,14.2,55.4,1.99
0.542,44.48,45.57,16.98
1.69,5.39,37.71,48.29
1.988,58.05,0.77,3.08
0.695,38.86,44.95,47.08
2.799,51.16,26.9,12.79
1.846,12.39,24.63,53.82
1.372,44.79,50.11,10.06
2.952,59.5,32.56,25.67
2.052,48.62,34.92,25.54
1.512,17.82,49.06,23.76
2.566,4.85,57.28,47.86
2.408,50.07,15.05,47.54
0.364,53.63,26.86,11.71
0.298,15.2,28.75,18.77
2.734,29.82,7.87,32.07
1.485,31.28,9.27,24.42
0.826,1.48,58.08,43.66
1.889,48.16,21.22,27.97
2.534,43.48,6.41,38.05
0.892,41.65,31.1,0.16
1.701,22.86,44.12,42.41
2.021,46.17,23.64,40.36
2.812,2.84,14.28,33.06
1.675,41.88,36.78,24.52
1.715,50.02,57.0,5.24
0.93,35.8,49.21,34.28
0.407,22.77,44.45,42.02
2.788,7.86,28.64,19.59
0.73,21.99,34.36,5.61
2.225,34.39,31.45,0.64
2.468,41.47,47.64,56.93
1.361,11.24,24.74,41.04
2.492,10.49,50.24,26.45
0.927,9.48,59.54,21.79
1.679,24.99,16.63,27.45
2.714,42.79,55.04,28.47
0.369,41.72,22.51,47.88
0.661,9.04,44.28,5.09
1.842,48.08,15.35,53.29
1.496,58.96,32.51,5.13
1.235,10.17,35.95,37.56
0.998,36.94,39.25,26.19
2.267,20.2,5.38,39.0
1.82,2.16,56.91,0.7
1.437,52.75,6.46,33.17
1.847,8.83,12.91,50.39
1.752,0.05,58.76,12.04
0.548,9.4,16.42,29.12
1.9,40.99,0.87,56.43
1.621,44.18,28.88,22.98
0.811,59.56,46.91,43.24
0.538,28.81,49.29,55.25
0.834,50.44,24.63,54.67
0.738,18.46,10.85,57.52
0.371,54.73,40.28,12.35
2.884,54.78,10.87,58.85
1.012,2.31,3.98,54.76
1.937,38.06,46.94,13.2
2.727,11.81,6.5,49.52
2.174,0.22,27.6,13.7
2.974,41.47,29.69,35.51
0.093,3.42,50.88,56.35
1.325,28.61,30.67,28.28
2.166,27.4,20.84,15.06
2.954,9.76,13.94,14.85
0.958,23.73,42.67,10.56
1.708,55.86,43.79,27.05
2.349,49.54,7.91,30.3
1.547,39.14,49.22,16.32
2.484,39.62,10.15,49.53
2.503,10.56,26.17,20.55
0.865,50.05,0.69,54.35
1.126,22.65,33.12,40.78
0.845,18.78,29.36,13.43
1.178,9.36,42.3,33.07
2.921,25.27,39.22,50.15
1.184,27.89,31.11,48.99
1.204,12.41,6.3,52.17
0.674,26.74,13.47,43.08
2.046,6.81,15.75,20.08
1.924,10.2,12.52,12.5
2.433,25.73,46.69,18.1
1.721,49.66,10.47,35.18
0.711,21.78,38.17,36.91
0.808,49.97,45.06,56.98
1.494,52.55,49.48,22.17
1.123,37.38,17.79,13.34
0.427,17.97,11.48,6.09
2.575,10.02,34.15,26.45
1.169,21.5,28.83,56.26
1.906,12.26,11.51,30.06
0.473,42.88,10.37,20.28
2.03,9.87,31.26,4.87
2.169,37.09,59.35,53.92
1.645,52.49,19.25,9.05
1.11,2.91,18.02,57.96
0.877,21.19,32.82,52.41
0.83,9.27,17.9,40.3
2.887,19.74,41.35,33.03
1.346,50.73,12.67,12.97
1.756,12.12,22.39,39.7
0.006,28.21,10.42,34.36
2.589,40.2,49.46,47.08
0.241,25.09,47.82,50.4
0.95,5.9,43.26,53.91
0.988,41.39,53.82,20.96
1.367,29.88,15.58,37.38
0.262,31.0,54.74,40.46
2.56,30.94,28.75,52.72
0.015,23.29,27.65,41.5
0.371,16.12,43.67,5.27
1.112,17.33,40.25,26.41
1.549,59.44,49.56,40.25
1.703,26.56,50.14,42.38
2.822,11.41,1.9,57.16
1.279,24.97,2.31,8.13
1.863,29.65,52.93,0.19
0.976,59.76,49.64,28.97
0.759,21.68,14.9,34.28
1.05,29.84,43.65,46.84
1.875,17.11,40.9,13.76
0.528,33.08,49.39,17.99
0.313,14.55,19.4,48.79
2.726,52.65,42.63,6.71
2.016,30.74,11.53,37.11
2.646,12.32,56.39,35.26
1.715,46.84,42.35,11.17
0.217,40.76,25.81,9.27
0.713,16.53,22.44,36.36
1.24,39.45,22.76,39.88
2.314,52.43,55.65,49.06
2.701,19.47,38.56,23.12
1.05,5.65,44.9,48.46
1.819,47.6,2.31,8.5
2.796,54.54,39.8,21.93
2.016,26.06,1.5,49.03
1.876,29.72,8.46,46.81
2.602,0.59,57.05,44.89
0.37,50.97,41.42,9.33
2.342,21.81,42.04,47.83
2.656,27.09,45.44,41.07
1.332,42.46,14.81,42.97
0.094,5.21,43.84,55.39
1.791,18.07,40.51,50.41
0.653,8.03,57.65,21.86
2.531,45.43,47.53,28.9
2.528,23.95,23.16,36.55
0.835,58.92,25.37,54.87
1.703,50.24,1.82,45.45
0.374,33.61,24.68,10.34
0.4,1.2,32.35,55.42
0.489,56.54,53.68,14.59
0.218,47.11,34.57,43.43
1.643,15.04,33.63,24.17
2.602,48.83,2.7,7.46
0.851,27.5,16.6,54.57
2.261,2.84,15.72,15.05
1.653,3.15,25.03,4.36
1.852,37.57,5.87,24.78
0.305,48.77,58.66,14.74
0.469,6.61,56.86,10.7
1.252,55.31,50.84,51.51
1.721,22.45,32.78,20.97
2.703,50.05,44.98,51.39
2.002,18.25,1.17,15.31
1.718,20.5,12.68,25.61
1.736,26.7,53.18,1.84
1.239,4.76,18.33,4.54
1.472,49.7,42.16,8.62
2.494,6.46,43.47,26.8
0.38,34.5,1.04,35.98
2.276,1.66,39.12,19.85
1.264,31.75,13.79,49.08
2.531,8.87,52.72,31.22
1.493,41.15,19.01,8.34
1.535,18.04,55.77,52.23
1.203,2.86,31.7,49.68
2.048,44.2,52.72,33.93
0.471,40.46,26.27,3.25
1.681,51.58,29.31,49.06
2.703,17.68,24.56,15.29
1.637,59.69,4.4,41.69
1.617,18.85,16.06,4.06
1.338,13.4,8.49,17.5
0.561,20.53,57.4,55.84
0.564,15.27,54.25,24.81
0.662,18.52,25.28,56.24
2.291,44.28,29.0,0.35
0.86,52.84,6.27,1.44
2.079,36.8,40.43,7.54
1.335,30.53,25.44,1.14
1.741,25.82,21.5,5.4
0.904,3.59,0.71,4.01
0.188,26.96,40.87,22.8
0.293,16.35,20.65,25.65
0.278,45.35,43.85,4.56
1.649,6.3,4.88,15.66
1.309,35.6,35.21,25.98
2.521,35.05,53.95,3.38
0.68,9.03,18.65,4.17
1.682,9.78,58.81,17.59
2.011,44.05,31.72,40.85
1.241,17.48,46.03,19.81
1.429,38.15,1.85,48.73
0.99,6.11,27.63,21.84
0.192,45.14,46.02,15.29
1.15,3.09,40.05,35.96
1.516,54.28,55.73,4.35
1.661,10.7,39.95,15.22
2.635,39.31,38.16,48.75
1.27,23.95,34.28,40.48
1.756,23.24,55.94,25.91
1.15,51.28,10.99,50.29
1.669,13.86,12.72,40.01
2.026,59.95,58.39,46.24
2.194,28.2,33.79,2.86
2.851,36.2,10.61,10.58
1.806,53.84,56.26,20.84
1.985,21.81,40.71,31.02
2.301,15.27,52.34,54.0
0.951,25.18,0.12,42.04
1.403,17.28,45.2,26.69
0.331,6.87,59.58,3.36
0.761,14.78,10.12,57.02
0.335,21.24,54.17,36.67
2.325,21.7,53.24,15.45
1.879,56.16,58.19,17.52
2.162,23.84,56.53,32.51
0.729,15.48,39.6,17.36
0.281,12.59,15.64,32.9
0.618,13.49,37.29,29.52
1.062,53.0,0.67,10.34
2.057,25.34,41.67,57.42
1.063,53.68,58.71,48.42
1.51,55.42,15.96,7.23
1.822,55.2,17.1,6.44
0.189,44.82,42.16,54.63
2.521,16.16,2.85,13.5
2.03,27.36,59.16,46.5
2.402,38.23,24.15,33.03
2.606,34.12,33.37,7.89
1.581,44.21,25.09,32.87
0.918,52.84,4.49,5.63
1.535,38.69,52.95,1.97
1.308,25.39,21.68,39.93
0.878,6.18,47.64,23.91
2.793,42.85,35.52,48.91
2.378,53.6,1.7,18.91
0.36,21.85,2.66,46.67
2.935,15.46,37.04,24.3
2.792,6.4,41.89,43.7
2.428,28.82,40.81,59.77
2.756,34.1,50.69,10.95
0.06,10.43,22.6,45.25
0.863,24.63,0.07,1.97
1.789,33.8,15.72,40.34
1.477,52.71,6.81,40.2
1.801,1.83,59.87,35.4
0.711,11.23,39.34,39.1
1.889,41.64,29.06,16.71
0.399,43.11,51.32,23.95
1.371,42.89,33.39,6.29
2.855,30.81,48.73,0.44
1.781,39.17,47.26,5.17
1.878,16.62,46.6,42.88
1.12,8.9,42.27,37.1
0.83,10.87,9.33,18.7
0.64,0.76,5.68,20.19
1.233,52.3,10.32,11.86
1.457,28.49,14.83,18.96
2.613,59.79,46.49,33.04
1.175,39.08,27.01,55.08
0.003,13.29,50.44,28.71
2.881,32.91,55.89,43.38
2.97,50.38,7.15,8.15
1.113,29.86,40.44,0.68
0.799,7.55,0.03,7.87
0.537,1.68,3.93,18.83
2.153,22.04,56.81,38.92
2.332,33.08,28.73,53.22
1.734,9.63,55.28,21.86
0.902,43.6,35.77,36.06
2.245,16.58,47.88,28.07
1.701,13.3,57.0,57.81
2.9,8.44,59.4,46.13
0.154,47.62,53.54,9.37
1.718,1.51,56.61,28.28
1.272,14.95,50.75,14.86
1.605,49.6,57.05,18.7
0.311,21.53,36.62,29.74
0.644,4.99,53.44,13.38
0.787,35.73,58.85,55.85
2.759,21.63,0.53,16.49
1.297,3.1,10.82,17.4
2.247,21.76,48.7,23.31
0.783,23.44,35.67,42.1
2.823,36.93,36.22,2.6
2.02,36.16,43.89,44.41
1.218,30.68,11.32,53.36
2.279,41.06,24.22,5.49
0.096,10.17,31.05,11.21
1.335,14.11,4.91,48.84
1.901,34.16,8.3,3.62
2.346,1.87,47.68,2.77
2.995,21.63,6.36,33.16
2.982,54.51,38.28,58.44
2.948,36.74,19.71,15.75
1.93,7.91,41.11,23.56
0.106,22.03,54.06,34.59
0.585,31.43,2.26,54.87
2.611,50.86,11.25,49.51
2.788,33.06,14.17,30.34
0.822,18.71,25.36,9.47
2.463,40.52,46.49,30.38
0.05,14.39,50.66,49.06
1.672,41.09,24.03,54.2
0.456,40.61,43.0,52.99
2.338,17.66,53.97,18.89
0.04,34.87,53.44,38.44
2.254,10.04,54.63,14.03
1.45,24.24,56.44,39.31
1.893,4.83,31.73,57.08
2.717,26.59,33.4,30.6
0.618,10.44,18.98,26.72
1.722,20.94,47.26,28.81
1.15,56.75,22.17,2.41
2.606,52.76,32.04,49.08
1.451,33.0,58.88,51.89
2.747,23.62,53.33,18.11
2.725,43.2,5.04,41.58
1.252,26.47,13.6,3.83
1.162,19.91,19.54,29.59
1.288,47.61,14.78,26.3
0.972,24.63,35.06,6.78
2.519,7.21,15.94,24.26
1.654,11.96,54.02,8.12
0.972,37.25,38.13,13.2
1.002,28.85,48.87,48.67
0.751,55.71,21.27,31.1
2.295,12.02,39.28,48.61
1.117,42.07,17.71,43.1
2.509,48.7,53.25,57.93
1.622,35.12,4.41,42.26
0.643,58.6,2.59,37.04
1.372,40.87,15.43,3.35
1.345,30.2,56.76,35.06
0.849,55.06,13.03,41.68
1.61,19.75,22.35,21.86
0.167,19.7,44.49,44.49
0.437,43.09,40.4,1.3
0.238,54.34,47.32,47.0
0.241,28.29,13.19,20.18
1.748,40.55,18.44,2.7
0.271,52.99,54.38,54.89
2.254,46.7,1.85,7.43
2.299,4.3,33.46,33.73
2.1,27.19,54.06,51.68
0.025,5.18,20.35,50.12
0.111,16.0,11.07,59.2
1.157,16.07,56.7,1.09
2.476,33.93,21.8,52.97
0.811,46.11,32.07,23.25
2.673,1.27,31.15,54.1
2.027,52.23,8.4,55.16
1.885,17.81,13.5,7.9
0.192,5.78,12.42,23.26
1.728,40.76,43.78,24.72
2.602,37.99,36.91,39.6
1.371,32.08,31.65,21.89
1.689,2.93,54.0,34.03
2.897,8.83,13.72,30.98
1.325,13.77,21.57,9.35
0.909,31.31,38.43,2.65
2.275,36.29,23.76,41.95
1.178,59.62,10.94,44.5
0.031,39.0,57.2,32.39
1.933,31.03,49.18,42.45
2.387,10.33,24.57,7.32
1.57,21.0,53.47,5.64
1.057,59.32,11.36,26.14
0.4,40.19,18.66,56.57
0.661,44.97,15.43,2.45
2.899,29.6,21.83,32.8
1.86,6.42,47.54,34.47
1.363,24.65,47.33,42.06
1.892,54.89,56.31,31.82
0.79,41.84,38.08,1.74
1.26,49.51,55.86,19.08
2.385,24.5,46.59,38.64
1.562,20.92,23.99,3.19
1.255,18.03,48.17,53.86
1.347,12.53,53.95,1.19
2.618,2.07,49.21,34.04
1.775,15.99,44.9,0.8
2.439,51.98,48.89,3.73
1.846,18.59,20.06,20.79
1.56,17.18,15.59,25.37
1.566,1.47,31.07,4.46
0.411,12.89,52.35,26.38
2.476,0.84,37.61,54.69
0.473,44.19,25.75,31.15
1.161,3.03,9.43,10.82
1.374,39.95,27.18,8.86
2.207,58.03,35.69,41.45
1.094,50.34,35.11,13.17
0.012,21.39,8.25,55.09
0.683,59.84,4.74,3.54
0.833,46.0,43.64,15.19
2.073,44.77,25.19,54.61
0.223,12.57,44.21,56.35
1.869,48.77,6.15,13.95
1.104,4.25,48.33,39.95
0.275,26.46,6.86,1.23
0.958,39.47,19.98,13.0
2.967,5.65,21.53,23.58
2.838,31.43,18.27,3.79
2.179,27.96,13.34,1.93
2.499,8.31,53.59,29.66
0.033,31.32,58.81,38.69
2.479,6.3,32.77,26.17
0.312,44.07,55.73,50.3
2.734,30.02,20.72,53.31
2.232,1.98,55.76,3.34
1.936,0.43,45.56,44.93
2.561,19.09,47.79,50.93
1.428,44.66,23.49,41.02
2.555,43.74,12.0,9.92
1.23,34.23,41.89,23.64
0.639,45.85,52.13,53.14
0.96,55.36,26.3,31.54
1.37,16.66,53.07,23.25
0.84,56.7,12.69,21.38
0.807,9.52,1.01,21.85
0.508,47.73,24.14,8.43
0.228,42.62,59.37,36.11
2.423,46.6,5.96,24.53
2.392,41.24,45.85,7.62
1.263,29.64,1.9,4.03
0.305,54.48,14.75,33.81
0.037,49.32,1.32,24.31
1.234,15.22,38.55,38.77
2.116,12.83,10.34,5.15
2.577,41.96,30.35,30.33
0.376,53.35,29.91,40.15
1.718,29.21,58.68,30.16
2.531,28.85,28.96,24.05
2.71,44.41,52.34,50.98
2.33,16.04,11.34,33.41
1.474,7.66,34.33,23.7
2.978,18.22,45.31,20.37
2.296,35.23,4.36,20.93
1.879,51.43,48.74,17.34
0.102,35.04,58.88,43.65
0.836,36.89,16.75,20.76
1.23,24.11,22.25,37.69
2.316,35.86,40.37,32.01
0.466,40.73,38.99,20.03
0.355,8.57,17.95,26.41
2.232,9.7,31.1,16.3
2.082,48.43,29.28,42.71
2.689,48.91,31.71,1.4
2.99,40.05,22.9,44.39
1.866,37.04,40.62,56.04
2.947,34.7,51.13,20.27
2.862,30.66,41.5,21.81
0.162,54.9,58.13,33.14
1.806,31.68,36.15,33.14
0.565,35.36,37.22,45.85
0.35,25.23,29.1,5.22
2.88,10.51,10.9,11.19
2.607,40.79,40.17,13.55
0.731,57.18,1.17,19.0
0.675,44.65,53.13,16.51
2.78,37.77,9.04,1.77
0.37,18.22,10.85,49.71
1.1,47.72,9.14,58.01
2.407,47.01,9.51,42.77
0.057,0.64,39.35,30.92
2.293,56.94,54.49,58.27
1.34,47.67,11.44,8.08
2.826,5.86,44.77,25.22
0.414,14.95,41.06,21.41
0.896,10.11,7.84,15.62
1.16,17.72,25.25,51.93
2.593,24.6,11.96,12.95
0.025,45.28,37.77,35.67
0.726,8.86,1.78,12.09
2.378,3.43,45.08,35.21
2.859,54.31,41.07,15.23
0.268,21.94,59.96,56.97
0.894,53.11,24.36,9.77
2.987,56.25,8.52,57.05
0.404,28.3,46.68,47.38
2.363,26.53,23.1,11.8
0.029,24.78,24.05,16.71
0.849,28.05,24.02,22.86
2.531,33.83,55.25,23.86
2.21,42.57,58.22,14.05
0.765,47.77,11.56,31.31
2.164,55.85,34.14,9.84
1.89,52.39,50.51,3.12
1.166,6.84,11.77,27.33
1.458,31.34,17.04,7.85
0.589,16.44,13.4,13.65
2.771,44.19,22.74,35.91
1.738,16.45,51.62,33.71
1.756,47.52,10.66,4.13
0.048,21.68,59.53,37.26
1.845,48.69,23.16,32.38
2.169,25.88,37.97,8.55
2.417,40.94,19.05,28.26
2.753,39.28,19.49,5.32
2.701,26.52,49.14,5.7
2.231,38.48,4.62,3.25
0.903,31.55,16.78,3.96
1.728,53.48,6.47,2.46
0.103,1.66,21.76,43.34
1.346,8.23,49.81,7.43
2.507,12.68,48.04,18.87
1.036,36.5,24.74,38.81
0.735,25.1,6.58,16.92
0.765,28.2,41.61,6.05
0.728,45.37,50.86,57.1
2.831,24.45,38.41,18.48
0.311,54.97,3.56,51.35
1.264,33.57,57.38,23.38
2.435,27.41,48.87,31.91
1.02,59.66,12.06,16.78
0.686,4.71,11.89,27.57
0.066,2.95,32.01,50.93
2.848,47.94,44.56,4.2
2.005,45.12,27.36,0.21
0.79,45.3,49.3,24.94
2.559,42.83,21.24,12.39
1.559,42.79,50.11,18.39
1.211,39.45,37.23,9.42
0.41,14.58,0.76,26.49
2.353,5.64,50.93,31.23
1.041,8.31,27.31,27.13
0.869,47.71,11.28,39.8
2.156,45.15,24.26,32.27
0.454,19.86,5.56,17.33
2.175,37.15,1.45,42.43
1.752,17.3,49.45,31.93
2.499,51.1,0.6,17.11
1.7,34.81,53.2,0.01
2.299,26.24,58.89,2.31
2.091,33.77,47.81,13.15
2.759,33.2,56.72,9.05
0.736,33.88,57.91,16.73
2.051,7.86,8.05,55.0
1.905,9.02,45.91,19.34
0.816,22.42,31.11,6.8
0.584,34.9,37.44,36.61
1.396,46.02,50.13,57.49
0.692,5.41,19.87,29.88
1.642,34.24,19.34,30.79
2.507,9.29,43.25,44.06
0.509,54.7,11.29,12.52
0.415,36.03,24.69,55.84
1.236,14.8,35.05,14.87
2.032,11.82,42.29,52.7
1.824,34.69,17.86,3.09
1.735,35.87,30.64,59.2
0.469,22.68,40.21,38.35
1.936,37.19,23.53,5.01
1.491,17.3,40.74,7.35
1.961,7.54,25.21,54.76
0.973,32.36,14.99,40.9
2.961,18.69,25.36,57.14
0.835,19.77,1.23,28.78
0.495,11.07,55.9,29.14
0.479,55.73,50.51,57.59
2.686,29.54,22.57,21.93
2.795,2.56,37.96,52.46
2.416,24.14,4.51,37.96
0.344,16.59,28.92,59.8
0.026,30.61,49.33,26.4
1.724,28.6,57.59,48.1
2.441,44.11,59.45,33.95
1.08,39.0,52.2,25.08
1.348,32.97,18.11,3.83
0.382,37.32,46.55,15.95
2.636,49.97,39.4,2.32
1.751,3.25,24.73,0.58
1.489,28.76,13.47,28.85
1.431,0.2,28.88,29.3
1.069,8.9,4.62,24.06
2.673,13.92,33.75,59.74
0.852,48.79,37.32,44.92
1.752,46.74,38.38,8.46
2.496,40.98,9.13,3.28
2.699,20.11,4.82,58.8
2.004,53.15,1.15,41.05
2.268,7.61,5.69,44.64
1.484,0.68,47.41,45.15
2.003,44.28,26.29,9.63
1.804,0.77,48.28,34.36
0.75,3.61,49.4,31.55
2.433,12.6,1.58,42.26
1.587,49.75,37.93,11.18
0.62,36.58,55.15,47.63
0.548,4.94,51.06,57.41
2.362,8.59,9.32,26.54
0.863,44.58,45.96,18.44
1.973,16.44,34.42,44.79
0.252,4.04,4.27,40.33
0.858,34.48,50.78,57.23
1.505,16.55,3.02,31.64
0.724,51.16,22.94,0.79
2.26,6.24,19.89,58.0
1.365,23.38,32.28,51.07
2.554,38.87,51.32,9.06
0.329,26.52,54.29,48.45
2.672,53.6,34.88,6.36
1.424,48.81,39.64,34.57
1.248,53.36,34.93,9.92
0.484,19.35,15.02,40.35
2.436,14.29,11.99,14.62
0.853,32.14,5.8,30.83
1.038,33.82,38.42,23.04
0.836,48.69,45.82,11.33
0.829,14.67,4.79,13.11
2.642,42.29,27.82,19.54
0.027,31.09,41.47,16.14
2.815,25.78,31.16,20.47
2.602,43.04,30.34,11.49
2.132,40.73,22.53,58.64
0.595,22.15,31.04,22.17
3.0,1.86,32.01,44.75
1.862,50.0,17.35,16.43
2.577,3.07,7.31,26.94
0.219,31.08,1.61,56.45
0.134,0.01,58.68,48.63
2.966,17.83,59.97,54.82
2.924,31.18,15.99,50.11
1.618,25.42,52.65,8.07
2.225,38.28,8.74,46.3
1.326,57.92,14.43,25.99
2.345,25.4,2.07,42.39
0.636,24.91,9.72,25.78
2.518,30.03,25.85,16.78
1.275,34.55,40.06,21.03
0.519,40.71,51.81,30.37
0.828,23.95,53.64,44.62
1.062,15.37,17.16,39.21
2.537,26.63,29.43,21.4
0.968,30.69,2.14,15.33
0.382,20.95,26.5,13.48
0.644,44.75,12.57,5.93
2.592,0.75,40.09,3.31
1.307,1.06,11.28,18.12
2.916,32.08,26.51,3.08
1.799,36.45,6.16,33.11
2.389,50.0,51.98,35.92
2.502,34.87,9.58,34.74
0.908,39.02,31.33,8.06
0.212,34.03,40.34,17.26
1.35,34.24,30.58,37.5
0.278,43.23,51.97,37.64
2.63,27.65,1.51,23.56
0.614,10.91,8.35,39.04
1.854,2.28,35.43,18.49
2.607,0.92,55.52,50.71
0.423,34.67,27.84,14.87
2.191,0.21,53.96,58.51
1.222,5.84,19.57,22.23
0.087,51.28,59.34,26.61
2.152,22.92,33.46,49.04
0.245,47.04,55.6,45.65
2.789,7.23,23.38,38.63
2.445,48.87,58.34,55.21
2.99,24.7,11.26,6.58
1.702,18.84,42.96,25.04
1.138,5.7,28.09,29.37
2.79,18.38,20.75,0.67
1.291,34.97,0.06,17.53
0.675,20.41,55.87,30.09
2.728,46.77,26.76,57.05
2.118,57.16,31.48,44.56
1.729,20.53,40.85,36.3
1.399,55.42,4.63,26.22
2.761,41.88,15.73,57.44
0.875,9.84,56.52,5.44
2.273,38.56,30.99,13.46
1.113,25.57,45.48,34.71
0.342,11.94,52.13,8.18
1.671,36.44,27.26,57.94
2.602,38.4,33.76,48.27
1.065,10.22,49.84,43.82
0.137,29.8,41.25,38.23
0.314,36.4,11.55,8.21
1.081,0.61,17.4,25.72
2.444,22.17,47.71,2.94
1.149,31.39,28.34,49.73
0.09,2.86,50.44,55.8
0.676,1.97,42.03,38.17
0.76,35.08,27.61,38.3
2.699,5.06,24.66,14.16
0.493,28.12,52.6,1.25
0.756,7.04,48.32,44.46
2.051,43.84,30.4,34.24
1.223,36.3,1.09,27.02
2.872,43.56,49.03,34.84
2.996,28.77,27.27,0.37
1.275,4.83,8.02,5.4
1.654,3.61,30.53,14.31
2.933,27.33,42.34,53.3
2.46,43.81,18.64,57.89
0.384,57.94,28.99,19.74
1.145,2.96,54.72,47.41
1.885,11.83,52.72,12.02
2.321,4.02,12.55,50.52
2.232,32.96,3.83,14.43
0.584,18.42,50.11,38.71
0.138,52.08,9.97,45.65
0.698,34.3,8.89,8.68
1.037,8.79,52.12,0.15
2.593,47.82,44.98,55.92
2.294,0.85,3.57,18.45
2.051,19.07,23.43,33.65
0.123,9.7,20.8,10.26
1.959,6.29,18.35,49.5
2.087,54.57,51.52,32.12
1.114,7.23,48.73,12.77
1.589,8.82,50.94,1.74
2.568,37.29,42.53,17.09
0.951,2.21,25.51,32.23
2.622,11.74,19.36,39.72
0.622,28.13,45.95,9.61
2.486,57.95,33.07,17.77
1.149,17.47,32.15,17.66
2.481,35.64,27.31,19.94
1.058,14.14,41.79,50.18
0.822,5.07,52.02,35.48
1.346,5.23,14.81,19.97
2.605,12.98,54.59,33.3
0.157,0.61,45.27,46.81
2.489,39.63,39.74,31.1
1.883,40.34,7.12,22.61
1.704,49.86,6.33,41.25
0.181,43.67,38.05,26.75
1.646,10.0,36.17,2.12
1.699,7.38,36.74,38.94
0.64,12.74,4.43,22.94
2.574,7.75,20.3,53.4
1.165,10.99,40.11,31.02
0.448,57.42,57.38,34.66
0.101,46.23,33.52,8.82
0.96,48.45,20.89,12.83
2.906,20.62,47.51,34.77
0.86,54.25,28.33,53.63
1.375,19.23,47.91,13.58
0.628,45.75,25.84,3.89
0.052,27.07,17.07,50.5
2.963,23.04,40.36,1.8
0.507,42.09,48.76,2.78
1.855,51.23,38.13,49.3
0.871,1.76,12.66,21.85
0.923,43.78,13.06,37.3
0.103,6.97,4.72,58.16
0.795,47.35,29.27,59.13
2.963,43.34,22.03,16.17
2.443,55.6,37.53,35.54
1.245,51.14,41.55,11.08
0.434,5.46,25.64,25.6
2.0,10.74,50.4,54.84
0.571,13.21,32.32,36.98
2.126,21.11,7.73,42.31
2.162,6.88,7.7,43.64
1.024,8.32,38.64,41.87
2.169,46.37,28.62,29.55
2.853,59.74,15.93,8.04
1.613,18.66,54.07,36.5
2.981,35.8,48.47,31.94
2.156,52.73,11.26,53.91
0.087,59.37,43.72,31.31
1.424,19.18,47.99,1.67
1.654,19.2,4.73,32.71
2.804,6.38,8.35,24.17
0.634,49.93,36.37,31.35
1.547,58.33,49.77,4.47
2.254,56.61,49.01,41.42
2.356,47.49,40.02,14.67
0.176,5.02,0.67,53.01
1.037,47.17,10.26,10.98
0.008,33.56,12.96,6.0
0.076,29.85,39.74,52.56
2.993,18.75,21.05,2.35
1.317,35.96,14.36,53.35
0.812,33.49,43.41,48.61
2.713,46.77,33.07,32.64
0.271,20.17,52.86,42.42
2.852,17.14,25.68,49.96
0.232,43.77,2.83,5.54
0.815,56.2,18.94,56.84
0.59,27.47,55.21,24.75
1.645,34.51,49.22,38.92
2.614,20.73,10.02,44.83
0.846,12.11,41.32,30.49
0.229,47.34,6.51,46.54
0.646,0.1,15.4,48.29
1.264,36.76,18.41,21.2
0.907,23.95,56.74,4.24
1.209,27.95,41.79,5.28
0.112,21.18,8.56,20.02
0.601,45.8,16.68,0.0
2.779,0.72,49.28,24.33
2.797,36.55,19.39,57.06
0.777,53.78,47.54,32.79
2.243,2.77,38.17,5.82
1.167,25.78,12.18,55.48
2.773,43.05,29.21,48.46
0.897,20.15,17.09,22.68
2.018,17.39,27.6,43.81
2.71,44.78,58.31,40.35
0.918,44.19,55.46,40.04
0.493,11.86,58.59,32.82
0.753,0.05,2.09,8.6
1.525,0.83,24.73,11.19
2.749,54.3,20.81,30.04
0.802,16.02,33.65,17.51
1.741,48.08,54.76,26.29
0.892,43.8,2.91,53.6
0.768,5.63,33.35,56.0
0.4,8.55,37.59,44.05
1.929,3.87,48.66,17.83
0.303,37.95,13.92,50.53
2.809,43.54,49.76,33.68
0.753,41.34,58.68,24.26
2.845,51.62,48.52,56.0
0.979,3.94,32.73,26.25
0.199,36.97,28.7,38.04
2.071,9.18,4.85,45.88
1.672,38.33,26.57,20.03
0.175,45.79,35.6,46.86
2.492,24.51,53.98,14.02
0.236,19.1,59.39,28.55
1.213,39.07,38.84,7.04
1.074,31.5,28.42,35.58
2.953,56.24,3.14,39.19
0.123,35.7,29.06,47.12
1.618,27.24,16.81,17.58
0.709,26.27,21.86,44.44
1.817,39.99,3.02,41.56
2.768,20.87,12.06,33.07
0.924,45.39,20.09,25.58
2.828,55.03,37.8,41.88
0.381,37.23,29.09,33.6
1.238,31.24,34.98,35.91
1.037,34.71,3.42,25.75
0.431,30.7,24.71,29.22
1.751,50.58,37.39,14.45
1.927,56.45,45.29,0.74
0.037,50.87,25.23,11.26
2.586,36.4,37.55,55.57
2.057,8.02,39.86,38.41
